CVEGEO,colonia_cve,cuadrante_id,Industria,Comercio,Servicios
0900700013064012,1427,0114,0,4,4
0900700013064011,1427,0114,0,1,2
0900700013064010,1427,0114,2,3,1
0900700013064009,1419,0114,1,0,1
0900700013064004,1419,0114,0,4,6
0900700013064003,1419,0114,0,0,0
0900700013064002,1427,0114,1,2,1
0900700013064001,1419,0114,0,0,0
090070001305A050,1419,0114,3,3,11
090070001305A040,1419,0114,2,9,2
090070001305A037,1417,014,0,3,7
090070001305A036,1417,014,0,1,0
090070001305A029,1417,014,0,2,2
090070001305A027,1419,0114,0,3,5
090070001305A026,1419,0114,3,2,3
090070001305A025,1417,014,0,0,1
090070001305A018,1419,0114,1,4,2
090070001305A015,1419,0114,2,1,4
090070001305A014,1417,014,0,1,0
090070001305A012,1419,0114,0,0,1
090070001305A009,1419,0114,1,5,1
090070001305A006,1417,014,4,10,10
090070001305A005,1419,0114,1,5,1
090070001305A004,1419,0114,1,5,4
090070001305A003,1419,0114,0,4,0
090070001305A002,1419,0114,1,26,11
090070001305A001,1419,0114,0,1,3
0900700013045047,1428,0113,0,1,3
0900700013045046,1428,0113,1,1,2
0900700013045044,1428,0113,0,3,0
0900700013045043,1428,0113,0,3,1
0900700013045035,1428,0113,4,3,2
0900700013045034,1428,0113,1,6,3
0900700013045022,1428,0113,1,1,1
0900700013045014,1419,0113,0,2,1
0900700013045010,1428,0113,1,0,0
0900700013045009,1428,0113,0,6,1
0900700013045008,1428,0113,2,3,1
0900700013045007,1428,0113,1,6,3
0900700013045006,1428,0113,0,9,2
0900700013045005,1428,0113,0,4,3
0900700013045004,1428,0113,2,6,9
0900700013045002,1428,0113,0,3,1
0900700013030039,1428,0111,1,2,3
0900700013030038,1428,0111,0,1,1
0900700013030035,1428,0111,0,2,5
0900700013030034,1428,0113,2,6,0
0900700013030031,1428,0113,0,0,2
0900700013030027,1464,0111,0,0,1
0900700013030026,1428,0111,2,10,6
0900700013045042,1428,0113,0,3,1
0900700013030022,1428,0113,0,3,1
0900700013030021,1428,0113,1,1,2
0900700013030020,1428,0113,1,2,5
0900700013030019,1428,0113,2,3,2
0900700013030018,1428,0113,1,10,10
0900700012634024,405,014,1,1,1
0900700012634019,404,015,1,3,4
0900700012634018,405,014,2,6,3
0900700012634014,405,014,1,7,4
0900700012634010,404,014,3,0,2
0900700012634009,405,014,2,2,3
0900700012634008,405,014,0,2,0
0900700012634007,405,014,1,9,3
0900700012634006,405,014,2,8,5
090070001262A033,405,014,1,2,0
090070001262A032,405,014,1,2,0
090070001262A026,405,014,0,1,3
090070001262A025,405,014,2,2,4
090070001262A024,405,014,1,1,2
090070001262A022,405,014,1,1,0
090070001262A021,405,014,0,0,1
090070001262A016,405,014,0,1,1
090070001262A014,405,014,1,7,11
0900700012634027,405,014,0,4,5
090070001262A013,405,014,0,3,1
090070001262A008,405,014,0,4,0
090070001262A004,405,014,0,0,0
090070001262A003,405,014,1,2,2
090070001262A036,405,014,0,5,3
0900700012615034,1320,013,0,2,0
0900700012615031,1320,013,2,19,8
0900700012615029,405,014,2,10,0
0900700012615028,405,014,0,3,0
0900700012615025,405,014,0,3,2
0900700012615023,405,014,0,3,0
0900700012615018,1320,013,0,4,0
0900700012615015,1320,013,3,14,5
0900700012615014,1320,013,0,31,15
0900700012615013,1320,013,3,11,16
0900700012615006,405,014,3,9,8
0900700012615005,405,013,1,2,1
0900700012615003,405,013,1,0,1
0900700012615002,405,013,0,2,1
0900700012600034,1389,017,1,2,7
0900700012600033,1389,017,0,4,3
0900700012600032,1389,017,0,3,2
0900700012600030,1392,016,1,5,2
0900700012600028,1389,017,1,6,5
0900700012600022,1389,017,0,8,14
0900700012600021,1389,013,2,35,46
0900700012600020,1389,016,3,5,2
0900700012600009,1389,017,0,2,0
0900700012600006,1392,016,0,5,9
0900700012600004,1392,016,2,6,7
0900700012579020,1323,013,0,5,6
0900700012579019,1389,017,0,4,4
0900700012579012,1323,013,1,13,5
0900700012615012,405,013,1,5,2
0900700012579011,1323,013,0,1,1
0900700012579009,1323,013,0,2,3
0900700012579003,1323,013,0,4,6
0900700012579002,1323,013,4,5,8
0900700012579001,1323,013,1,1,3
0900700012564040,405,013,0,1,1
0900700012564036,1323,013,0,6,1
0900700012564026,1320,013,0,7,14
0900700012564025,1320,013,1,10,7
0900700012600019,1389,017,0,0,5
0900700012564021,1320,013,0,4,2
0900700012564018,1323,013,0,2,2
0900700012564017,1323,013,1,11,8
0900700012564016,1320,013,1,2,4
0900700012564009,1323,013,1,4,1
0900700012564007,1323,013,0,1,2
090070001255A040,1411,012,1,21,9
090070001255A032,1411,012,0,1,2
090070001255A031,1379,012,1,13,5
090070001255A030,1379,011,0,9,5
090070001255A029,1379,012,0,1,1
090070001255A028,1411,012,0,0,6
090070001255A021,1411,012,1,1,2
090070001255A020,1411,012,1,2,3
090070001255A018,1411,012,2,4,7
090070001255A012,1411,012,2,1,3
090070001255A010,1411,012,1,2,4
090070001255A008,1411,012,0,3,6
090070001255A006,1411,012,3,4,4
090070001255A005,1411,012,1,5,4
090070001255A001,1411,012,0,2,3
0900700012545045,1386,014,0,0,0
0900700012545034,1388,014,4,5,11
0900700012545016,1388,014,1,4,0
0900700012530028,1386,013,3,45,11
0900700012530027,1386,013,0,8,7
0900700012530026,1386,013,0,3,3
0900700012530022,1386,013,1,7,6
0900700012530021,1386,013,2,5,2
0900700012530020,1386,013,0,1,0
0900700012530019,1386,013,1,3,2
0900700012564008,1323,013,0,1,0
0900700012530014,1386,013,1,1,1
0900700012530013,1386,013,1,16,11
0900700012530012,1386,013,0,1,0
0900700012530011,1386,013,0,1,2
0900700012530010,1386,013,0,4,4
0900700012530004,1386,013,1,6,3
0900700012511027,1290,018,0,0,0
0900700012507012,406,0110,0,1,0
0900700012507011,406,0110,1,1,0
0900700012507001,406,0110,0,1,1
0900700012494026,406,0110,1,1,1
0900700012494025,406,0110,0,3,0
0900700012494020,406,0110,1,0,2
0900700012494019,406,0110,0,0,0
0900700012494015,406,0110,0,0,1
0900700012494011,406,0110,0,1,0
0900700012494009,406,0110,0,1,2
0900700012494008,406,0110,0,0,0
0900700012494007,406,0110,0,1,2
0900700012494006,406,0110,0,2,0
0900700012494005,406,0110,0,1,2
0900700012475028,1297,014,2,9,8
0900700012507016,406,0110,1,2,1
0900700012475025,1297,011,0,2,3
0900700012475021,1297,011,0,5,1
0900700012475016,425,012,1,6,8
0900700012475014,425,012,0,158,8
0900700012475011,425,012,0,43,0
0900700012494018,406,0110,1,1,1
0900700012494016,406,0110,0,0,3
0900700012901007,1404,014,0,0,1
0900700012831004,1432,013,2,3,5
0900700012812002,1415,011,1,10,12
0900700012808029,1414,011,2,3,4
0900700012687057,1411,012,0,3,2
0900700012653017,404,015,0,0,1
0900700012526013,1290,018,0,0,2
0900700011388024,1340,016,0,1,4
0900700011091027,1335,0113,1,8,6
0900700012371016,414,015,0,1,1
0900700012206005,388,0111,0,1,1
0900700012140011,1477,019,0,3,2
090070001209A013,1477,019,0,1,1
0900700011960002,1440,013,2,2,15
0900700011941025,376,018,0,0,2
0900700011867029,375,017,0,8,11
0900700011814005,1455,011,3,3,2
0900700011706007,1388,016,2,1,1
0900700011636013,1455,011,0,3,4
0900700011566058,370,018,0,2,4
0900700011496030,1396,019,0,2,1
0900700011778005,1345,014,0,1,2
090070001198A045,1468,017,0,0,6
0900700012776044,1398,015,1,5,5
0900700013492026,378,018,2,8,5
0900700013492031,378,018,0,0,1
0900700013223051,1405,017,0,2,0
0900700015520047,395,019,0,3,1
090070001401A029,372,014,0,2,0
0900700015520055,395,019,0,1,0
0900700015520051,395,019,0,0,0
0900700015520050,395,019,0,1,0
0900700015520040,395,019,0,2,0
0900700015520038,395,019,0,2,3
0900700015520037,395,019,0,1,2
0900700015520015,395,019,0,1,1
0900700015520014,395,019,0,1,0
0900700015520013,395,019,0,0,0
0900700015501027,1425,019,1,0,0
0900700012668018,1818,015,1,0,1
0900700012668017,1818,015,0,3,0
0900700012668015,1818,015,0,1,0
0900700012668010,404,015,0,1,0
0900700012668009,404,015,0,2,0
0900700012668008,404,015,0,5,2
0900700012668007,404,015,0,4,7
0900700012738009,1390,017,0,3,2
0900700012051059,390,016,0,2,1
0900700012051052,390,016,0,0,1
0900700012051048,390,016,0,0,1
0900700012051047,390,016,1,0,0
0900700012051043,390,016,0,3,0
0900700012051041,390,016,0,0,0
0900700012051039,390,016,0,1,2
0900700012051034,390,016,0,2,1
0900700012051033,390,016,0,0,1
0900700012051032,390,016,0,3,1
0900700012051023,390,016,2,2,9
0900700012051010,390,016,3,6,16
0900700012051009,390,016,0,8,5
0900700012051008,390,016,0,5,6
0900700012051007,390,016,2,6,4
0900700012808026,1414,011,1,1,2
0900700012808025,1414,011,2,1,7
0900700012808023,1414,011,0,2,3
0900700012808022,1414,011,0,3,1
0900700012808021,1414,011,0,3,2
0900700012808017,1414,011,0,1,0
0900700012808015,1414,011,3,6,2
0900700013064023,1419,0114,0,0,0
0900700012808012,1414,011,2,5,5
0900700012808011,1414,011,2,8,5
0900700012808007,1414,011,3,2,4
0900700012808005,1414,011,0,2,1
0900700012808004,1414,011,1,2,0
0900700012780037,1390,016,0,12,7
0900700012780033,1390,016,0,13,7
0900700012780027,1390,016,0,4,4
0900700012780026,1390,016,2,3,7
0900700012780025,1390,016,2,4,6
0900700012780024,1390,016,0,1,2
0900700012780016,1392,016,1,2,1
0900700012780015,1392,016,1,5,1
0900700012780014,1392,016,0,1,1
0900700012780005,1392,016,1,11,4
0900700012780001,1392,016,3,6,9
0900700012776050,1398,015,10,56,31
0900700012776049,1398,015,1,6,5
0900700012776036,1400,015,5,9,9
0900700012808003,1414,011,4,4,8
0900700012776026,1398,015,0,10,4
0900700012776023,1398,015,1,2,1
0900700012776018,1400,015,1,10,13
0900700012776007,1398,015,0,0,1
0900700012776006,1398,015,4,15,14
0900700012757035,1392,016,0,1,1
0900700012757033,1392,016,0,1,2
0900700012757028,1397,016,0,1,1
0900700012757027,1397,016,1,7,7
0900700012776041,1400,015,0,6,5
0900700012757019,1397,016,0,2,4
0900700012757018,1398,015,0,5,6
0900700012757017,1398,015,0,5,1
0900700012757016,1397,016,4,11,9
0900700012808002,1414,011,2,6,2
0900700012757008,1398,016,1,1,2
0900700012757007,1397,016,2,5,6
0900700012757002,1397,016,3,3,4
0900700012757001,1397,016,0,6,7
0900700012723009,1818,015,2,3,3
0900700012723007,1818,015,0,5,3
0900700012723002,1818,015,0,3,1
0900700012719035,404,015,0,3,2
0900700012719034,1818,0111,1,0,7
0900700012719027,1818,0111,0,3,1
0900700012719026,1818,0111,2,3,1
0900700012719024,1818,0111,1,0,1
0900700012719023,404,015,0,0,1
0900700012719016,404,015,2,5,7
0900700012719015,404,015,0,0,3
0900700012719014,1818,0111,0,1,5
0900700012719012,1818,0111,0,2,1
0900700012719011,1818,0111,2,5,5
0900700012719010,404,015,0,2,1
0900700012719009,404,015,0,0,1
0900700012719007,1818,015,1,10,10
0900700012719006,1818,0111,0,5,5
0900700012704037,1322,0110,0,3,1
0900700012704036,1322,0110,1,3,2
0900700012704035,1322,0110,0,2,1
0900700012704028,1322,0110,1,2,3
0900700012704027,1322,0110,1,8,1
0900700012704026,1322,0110,1,2,1
0900700012704025,1322,0110,0,0,0
0900700012704018,1322,0110,1,1,3
0900700012704014,1322,0110,1,0,1
0900700012704013,1322,0110,2,5,3
0900700012704012,1322,0110,0,3,3
0900700012687055,1411,012,0,4,2
0900700012687054,1411,012,0,1,0
0900700012723010,1818,015,0,2,1
0900700012687050,1412,012,1,0,0
0900700012687049,1412,012,3,3,4
0900700012687048,1411,012,0,2,0
0900700012687044,1411,012,1,5,0
0900700012687034,1412,012,0,1,0
0900700012687032,1412,012,0,1,2
0900700012687028,1412,012,0,2,3
0900700012687027,1412,012,2,1,2
0900700012687026,1412,012,1,3,2
0900700012687011,1411,012,1,3,5
0900700012687005,1412,012,0,0,0
0900700012687004,1412,012,0,0,0
0900700012672023,1344,011,0,0,1
0900700012672030,1344,011,0,0,0
0900700012653032,404,015,0,2,0
0900700012653029,404,015,0,1,0
0900700012051006,390,016,1,2,3
0900700012051005,390,016,4,2,5
0900700012051004,390,016,2,7,4
0900700011388042,1340,016,0,0,1
0900700011388041,1340,016,0,1,0
0900700011388038,1340,016,0,1,3
0900700011388036,1340,016,1,4,4
0900700011388031,1340,016,0,1,0
0900700011388029,1340,016,1,3,5
0900700011388028,1340,016,1,2,3
0900700011388020,1340,016,1,0,1
0900700011388019,1340,016,1,3,3
0900700011388018,1340,016,0,17,8
0900700011388014,1340,016,0,2,1
0900700011388013,1340,016,1,4,3
0900700011388012,1340,016,0,2,12
0900700011388011,1340,016,0,0,1
0900700011388010,1340,016,0,0,7
0900700011388009,1340,016,2,0,1
0900700011388005,1340,016,1,6,4
0900700011388004,1340,016,1,5,6
0900700011388003,1340,016,0,4,2
0900700011388002,1340,016,0,5,5
0900700011388001,1340,016,2,2,2
0900700011369023,369,018,4,9,9
0900700011369022,369,018,1,4,6
0900700011369021,369,018,0,7,9
0900700011388022,1340,016,0,4,5
0900700011369020,369,018,1,1,5
0900700011369019,369,018,3,0,5
0900700011369015,1304,0110,2,9,14
0900700011369013,1304,0110,2,3,3
0900700011369012,1304,0110,2,3,8
0900700011246008,1359,0117,6,20,27
0900700011246007,1359,0117,5,4,4
0900700011246006,1359,0117,1,2,5
0900700011246003,1359,0117,5,43,54
0900700011246002,1359,0117,2,1,5
0900700011246001,1359,0117,5,18,22
0900700011091028,1335,0113,0,1,4
0900700011091026,1335,0113,5,4,5
0900700011091024,1335,0114,1,1,1
0900700011091021,1335,0113,4,4,6
0900700011091016,1335,017,0,2,5
0900700011091015,1335,017,0,1,10
0900700011091014,1335,017,1,12,9
0900700011091011,1335,017,0,1,3
0900700011091010,1335,0113,2,4,3
0900700011091009,1335,0113,1,4,2
0900700011091006,1335,017,1,5,4
0900700011091003,1335,017,7,7,3
0900700011091001,1335,017,2,6,10
0900700010977016,1306,0122,1,2,2
0900700011091017,1335,017,2,6,2
0900700010977011,1306,0122,7,91,71
0900700010977007,1306,0122,1,9,29
0900700010977002,1306,0122,0,4,17
0900700010977001,1306,0122,2,6,11
0900700010943025,1293,017,0,2,1
0900700010943022,1293,017,0,2,3
0900700010943021,1293,016,0,0,5
0900700010943020,1293,016,1,3,6
0900700010943018,1293,017,1,0,3
0900700010943016,1294,017,2,5,3
0900700010943015,1294,017,2,4,4
0900700010943014,1294,017,0,0,4
0900700010943013,1293,017,0,11,3
0900700010943012,1293,017,3,1,2
090070001091A021,1290,018,0,0,0
090070001091A017,1290,018,0,0,2
090070001091A010,1290,018,0,0,1
0900700010604026,1329,0113,1,2,0
0900700010604025,1329,0113,0,3,6
0900700010604024,1329,0113,0,3,0
0900700010604023,1329,0113,0,3,0
0900700010604009,1329,0113,1,0,0
0900700010604008,1329,0113,0,0,0
0900700010604007,1329,0113,0,4,0
0900700010604006,1329,0113,0,2,3
0900700010604005,1329,0113,0,1,1
0900700010604004,1329,0113,1,1,3
0900700010604003,1329,0113,1,3,2
0900700010604001,1329,0113,0,0,1
0900700010534030,1291,013,0,1,1
0900700010534024,1291,013,1,1,3
0900700010534022,1291,013,0,2,0
0900700010534021,1291,013,1,1,2
0900700010534020,1291,013,0,1,2
0900700010534014,1291,013,0,0,0
0900700010534013,1291,013,0,0,3
090070001091A020,1290,018,0,0,2
0900700010534012,1291,013,0,1,3
0900700010534011,1291,013,0,1,1
0900700010534010,1291,013,1,3,6
0900700010534006,1291,013,0,0,4
0900700010534004,1291,013,0,1,0
0900700010534002,1291,013,1,4,6
0900700010534001,1291,013,1,1,4
090070001038A033,1285,011,1,1,3
090070001038A030,1283,011,1,4,0
090070001038A029,1285,011,2,75,24
090070001038A028,1283,011,0,3,0
090070001038A023,1285,011,0,2,2
0900700010604010,1329,0113,0,1,1
090070001038A018,1283,011,0,1,0
090070001038A016,1283,011,1,1,1
090070001038A013,1285,011,0,6,9
090070001038A010,1283,011,1,4,3
090070001038A009,1283,011,0,2,1
0900700010337021,429,011,1,2,4
0900700010337020,429,011,2,1,1
0900700010337011,429,011,1,2,2
0900700010337010,429,011,0,2,2
0900700010036033,418,0120,2,5,6
0900700010036022,418,0120,0,2,1
0900700010036020,418,0120,5,8,7
0900700010036019,418,0120,0,7,7
0900700010036017,418,0120,1,23,12
0900700010036015,418,0120,1,4,5
0900700010036014,418,0120,1,3,12
0900700010036013,418,0120,2,6,6
0900700010036012,418,0120,1,2,2
0900700010036011,418,0120,5,10,15
0900700012475030,425,011,0,5,0
0900700012403031,425,015,0,0,1
090070001091A019,1290,018,0,0,2
0900700010731042,1301,013,0,9,4
0900700011000024,1363,0118,0,0,0
0900700010680018,1292,014,0,0,1
0900700014734010,1382,0110,1,1,0
0900700014734029,1382,0110,0,0,4
0900700014734032,1385,019,0,0,4
0900700013115044,1391,019,1,2,0
0900700013115027,1391,019,0,4,2
0900700013115023,1391,019,0,1,0
0900700013115043,1391,019,0,2,1
0900700013115021,1391,019,4,6,2
0900700015304009,1391,019,1,2,0
0900700015766022,410,018,0,0,2
0900700015766020,410,018,0,1,0
0900700015766019,410,018,1,2,0
0900700015728023,1425,019,0,1,0
0900700015728022,1425,019,0,0,0
0900700015728021,1425,019,1,3,5
0900700015728020,1425,019,0,2,5
0900700015728019,1425,019,0,14,8
0900700015728016,1425,019,0,0,0
0900700015728011,1425,019,0,0,0
0900700015713021,1413,013,1,6,6
0900700015677010,1330,012,0,2,2
0900700015662019,1316,011,0,0,0
0900700015662016,1316,011,0,1,0
0900700015662010,1316,0112,0,2,5
0900700015662009,1316,0112,0,3,1
0900700015662008,1316,0112,1,7,3
0900700015662007,1316,0112,2,3,2
0900700015662006,1316,0112,1,8,3
0900700015639013,1314,011,0,0,0
0900700015592003,1309,0116,0,1,0
0900700015588034,1401,016,0,1,1
0900700015588029,1401,015,0,0,0
0900700015588026,1401,015,0,2,0
0900700015573020,1400,015,0,3,0
0900700015573019,1400,015,1,3,4
0900700015573017,1400,016,1,4,1
0900700015573016,1400,016,0,5,2
0900700015573010,1400,015,0,2,3
0900700015573008,1400,016,1,10,4
0900700015569026,1398,016,0,1,0
0900700015520053,395,019,0,0,0
0900700015520052,395,019,0,0,0
0900700015520033,395,019,0,1,2
0900700015520026,395,019,1,1,0
0900700015075024,1401,016,1,6,8
0900700014857010,397,018,0,9,4
0900700014857001,397,018,3,6,3
0900700014804042,1413,013,0,0,0
0900700014804012,1413,013,0,1,0
0900700014024050,1345,014,0,0,0
0900700014024046,1346,014,0,0,0
0900700014024031,1346,014,2,8,13
0900700014024021,1346,014,1,2,1
0900700014024020,1346,014,0,0,1
0900700014024015,1346,014,1,6,1
0900700013223004,1405,017,2,4,2
0900700013647015,431,013,1,6,3
0900700013647019,431,013,2,4,4
0900700013647021,431,013,1,2,1
0900700013647018,431,013,1,0,1
0900700013647014,431,013,0,0,0
0900700012795037,1391,019,0,1,1
0900700012795025,1391,019,0,0,1
0900700012795011,1391,019,2,2,0
0900700012795012,1391,019,1,0,0
0900700012795016,1391,019,0,2,0
0900700012795018,1322,019,1,3,0
0900700012795019,1322,019,0,2,0
0900700012795041,1322,019,1,4,2
0900700012795007,1322,0110,2,7,5
0900700014927002,1359,0119,3,9,19
0900700014927001,1359,0119,3,15,13
0900700014749031,1423,0110,0,4,0
0900700014749030,1423,0110,0,0,4
0900700014749029,1423,0110,0,4,8
0900700014749028,1423,0110,2,10,8
0900700014749024,1423,0110,2,5,9
0900700014749023,392,0110,1,4,2
0900700014749022,392,0110,2,5,8
0900700014749021,392,0110,2,4,2
0900700014749020,392,0110,3,3,5
0900700014749019,392,0110,1,5,4
0900700014749015,392,0110,2,2,0
0900700014749014,392,0110,0,0,3
0900700014749011,1423,0110,1,10,10
0900700014749010,1423,0110,0,8,3
0900700014749006,1423,0110,2,12,5
0900700014749005,1423,0110,2,3,9
0900700014749004,1423,0110,0,4,6
0900700014749003,1423,0110,1,2,1
0900700014749002,1423,0110,0,1,0
0900700014749001,1423,0110,0,5,3
0900700013914022,1470,018,0,1,4
0900700013914021,1470,018,1,1,2
0900700013914019,1470,018,0,3,2
0900700013914018,1470,018,0,1,2
0900700013914012,1471,018,0,1,0
0900700013914011,1471,018,0,1,0
0900700013914010,1471,018,0,2,2
0900700013914009,1471,018,0,0,0
0900700013914008,1471,018,0,1,0
090070001390A024,1471,018,0,0,0
090070001390A023,1471,018,1,3,2
090070001390A019,1471,018,0,0,2
090070001390A017,1471,018,0,1,0
090070001390A014,1471,018,2,8,4
090070001390A008,1471,018,3,7,8
090070001390A007,1471,018,0,1,1
090070001390A005,1471,018,1,0,1
0900700013897026,1471,019,0,1,11
0900700013897024,1471,018,1,5,6
0900700013897023,1475,019,1,20,4
0900700013897022,1475,019,0,9,5
0900700013897021,1475,019,1,1,4
0900700013897018,1475,019,1,7,3
0900700013897017,1475,019,3,2,0
0900700013897015,1471,018,0,18,7
090070001390A025,1471,018,1,1,2
0900700013825005,1344,014,0,0,3
0900700013825004,1344,014,0,2,2
0900700012795045,1391,019,0,1,0
0900700012795036,1322,0110,2,1,0
0900700012795031,1322,0110,7,88,17
0900700012795024,1322,0110,0,1,4
0900700012795023,1322,0110,1,1,2
0900700012795022,1322,0110,0,4,6
0900700012738049,1390,017,0,3,1
0900700012738048,1390,017,0,2,0
0900700012738047,1390,017,1,3,1
0900700012738039,1390,017,2,19,11
0900700012738038,1390,017,1,7,6
0900700012738037,1390,017,0,3,3
0900700012738035,1390,017,0,3,6
0900700012738029,1390,017,2,10,9
0900700012738027,1390,017,1,2,2
0900700012738026,1390,017,0,0,4
0900700012738024,1390,017,1,5,6
0900700012738018,1390,017,2,11,5
0900700012738017,1390,017,2,78,21
0900700012795034,1322,019,0,0,1
0900700012738016,1390,017,4,15,8
0900700012738012,1390,017,1,6,4
0900700012738011,1390,017,0,4,1
0900700012738010,1390,017,0,2,4
0900700012738008,1390,017,2,3,1
0900700012738007,1390,017,3,3,2
0900700012738004,1390,017,3,3,3
0900700012738003,1390,017,0,2,1
0900700012738002,1390,017,2,11,5
0900700012738001,1390,017,0,2,3
0900700012691032,1392,016,0,7,4
0900700012691031,1392,016,2,2,1
0900700012691030,1392,016,0,4,2
0900700012691026,1398,016,0,4,5
0900700012691020,1392,016,3,2,1
0900700012691015,1397,016,0,2,0
0900700012691014,1397,016,1,5,5
0900700012691013,1397,016,0,2,1
0900700012691012,1397,016,1,0,2
0900700012691011,1397,016,1,2,1
0900700012691009,1392,016,0,3,2
0900700012691006,1392,016,0,9,4
0900700012691005,1392,016,2,2,2
0900700012668028,1818,0111,1,5,3
0900700012668027,1818,0111,0,1,0
0900700012668025,1818,0111,1,3,5
0900700012668020,1818,015,1,3,2
0900700012668019,1818,015,0,0,2
0900700015520017,395,019,1,1,2
0900700015516029,1425,019,1,3,0
0900700015516028,1425,019,0,2,4
0900700015516025,1425,019,0,2,0
0900700015516021,1425,019,0,2,1
0900700015516020,1425,019,0,1,1
0900700015516015,1425,019,0,4,0
0900700015516005,1425,019,0,0,0
0900700015501049,395,019,0,4,0
0900700015501047,395,019,0,1,0
0900700015501040,1420,019,1,2,2
0900700015501032,1425,019,0,1,1
0900700015501031,1425,019,0,1,0
0900700015501022,395,019,1,4,1
0900700015499034,1425,019,0,1,1
0900700015499033,1425,019,0,2,0
0900700015499032,1425,019,3,0,2
0900700015499027,1425,019,0,0,1
0900700015499024,1425,019,0,3,0
0900700015516018,1425,019,0,1,0
0900700015516017,1425,019,0,5,6
0900700012460037,1297,014,0,2,12
0900700012460035,1296,0112,2,7,4
0900700012460034,1296,0112,4,6,2
0900700012460033,1296,0112,1,0,10
0900700012460032,1296,0112,1,1,2
0900700012460026,426,012,1,4,1
0900700012460025,426,012,0,0,3
0900700012460023,426,012,1,1,1
0900700012460022,426,012,0,0,0
0900700012460018,426,012,0,1,0
0900700012460017,426,012,1,4,2
0900700012460016,426,012,0,1,5
0900700012460014,426,012,2,8,3
0900700012460013,426,012,0,3,2
0900700012460010,426,012,2,2,2
0900700012460006,426,012,0,2,0
0900700012460005,426,012,0,1,2
0900700012460001,426,012,0,0,4
0900700012456026,426,012,0,0,0
0900700012456025,426,012,0,3,6
0900700012456024,426,012,1,1,5
0900700012456023,426,012,13,14,13
0900700012456018,426,012,0,4,1
0900700012456017,426,012,0,3,2
0900700012456016,426,012,1,1,2
0900700012456015,426,012,1,4,3
0900700012456014,426,012,0,4,4
0900700012456007,426,012,0,4,2
0900700012456006,426,012,0,2,0
0900700012456005,426,012,0,2,0
0900700012441048,1317,0114,0,0,3
0900700012441047,1317,0114,0,0,1
0900700012441046,1311,0115,0,0,1
0900700012441041,1311,0115,0,3,0
0900700012460007,426,012,0,1,1
0900700012441040,1311,0115,0,0,0
0900700012441035,1311,0115,1,0,0
0900700012441034,1311,0115,0,2,0
0900700012441033,1311,0115,0,5,0
0900700012441031,1311,0115,0,0,0
0900700012441030,1311,0115,0,2,0
0900700012441028,1311,0115,0,0,0
0900700012441026,1317,0114,0,1,1
0900700012441023,1311,0115,0,0,0
0900700012441011,1311,0115,0,1,4
0900700012441010,1311,0115,2,3,1
0900700012441008,1317,0114,0,5,5
0900700012441007,1317,0114,0,3,9
0900700012441006,1311,0115,1,0,0
0900700012441004,1311,0115,1,1,2
0900700012441003,1311,0115,0,2,1
0900700012441002,1311,0115,0,4,0
0900700012437040,1317,0114,0,1,3
0900700012437038,1317,0114,0,1,0
0900700012437037,1317,0114,0,0,0
0900700012437036,1317,0114,0,3,2
0900700012437035,1317,0114,1,0,1
0900700012437034,1317,0114,0,1,0
0900700012437029,1317,0114,0,5,2
0900700012437028,1317,0114,1,3,2
0900700012437018,1317,0114,1,0,1
0900700012437017,1317,0114,0,1,0
0900700012437016,1317,0114,0,1,4
0900700012437014,1317,0114,0,2,3
0900700012437013,1317,0114,1,3,1
0900700012437012,1317,0114,0,0,0
0900700012437009,1317,0114,0,9,4
0900700012437008,1317,0114,0,2,3
0900700012437005,1317,0114,2,1,3
0900700012437003,1317,0114,2,2,0
0900700012437001,1317,0114,2,29,15
0900700012403024,425,015,17,280,56
0900700012437019,1317,0114,0,6,0
0900700012403023,425,015,1,12,16
0900700012403022,425,015,0,1,4
0900700012403020,425,015,1,11,4
0900700012403015,425,015,0,12,2
0900700012403014,425,015,0,7,3
0900700012403013,425,015,1,6,6
0900700012437010,1317,0114,1,5,3
0900700012403008,425,015,0,2,4
0900700012403007,425,015,0,8,3
0900700012403003,425,015,0,6,11
0900700012390027,425,015,0,9,8
0900700012390026,423,018,0,9,7
0900700012390025,423,018,0,2,2
0900700012390022,423,018,1,3,2
0900700012390020,423,018,2,2,6
0900700012390019,423,018,1,5,13
0900700012390018,423,018,0,3,9
0900700012390016,423,018,3,62,31
0900700012390015,423,018,0,2,1
0900700012390008,423,018,1,5,3
0900700012390007,423,018,1,5,10
0900700012390004,423,018,2,3,5
0900700012390003,423,018,1,3,9
0900700012390002,423,018,2,6,7
0900700012386037,414,015,2,3,8
0900700012386036,414,015,2,7,3
0900700012386032,414,015,0,2,1
0900700012386030,414,015,0,1,0
0900700012386008,414,015,0,0,1
0900700012386003,414,015,0,0,2
0900700012386002,414,015,1,3,0
0900700012386001,414,015,2,3,3
0900700012371036,414,015,1,13,5
0900700012371004,414,015,0,1,1
0900700012371001,414,015,3,37,18
0900700012206019,1479,0110,0,0,0
0900700012206018,1479,0110,0,2,1
0900700012206016,1479,0110,0,0,1
0900700012206015,388,0111,1,0,0
0900700012206011,388,0111,1,1,0
0900700012206010,388,0111,0,2,2
0900700012206009,388,0111,0,1,0
0900700012206007,388,0111,1,0,1
0900700012193022,1479,0110,1,2,3
0900700012193017,1479,0110,0,1,0
0900700012193016,1479,0110,0,1,1
